Product ID,Type,Air temperature [C],Process temperature [C],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure type
M15341,M,24.15,35.85,1556,39.5,168,0,NOT
L47662,L,24.15,35.85,1548,37.4,171,0,NOT
L47663,L,24.25,35.85,1324,56.9,173,0,NOT
L47664,L,24.25,35.85,1568,33.7,175,0,NOT
M15345,M,24.25,35.85,1685,30.7,177,0,NOT
M15346,M,24.25,35.95,1582,35.9,180,0,NOT
M15347,M,24.25,35.95,1463,35,183,0,NOT
L47668,L,24.25,36.05,1584,42.8,186,0,NOT
M15349,M,24.35,36.05,1347,55.8,188,0,NOT
L47670,L,24.25,36.05,1459,37.9,191,0,NOT
L47671,L,24.25,36.05,1420,45.6,193,0,NOT
L47672,L,24.35,36.15,1404,43.5,195,0,NOT
L47673,L,24.35,36.15,1470,38.8,197,0,NOT
L47674,L,24.45,36.25,1326,49.8,199,0,NOT
H29909,H,24.35,36.15,1459,49.7,201,0,NOT
M15356,M,24.35,36.05,1530,40,206,0,NOT
L47677,L,24.25,35.85,1505,39.2,209,0,NOT
L47678,L,24.35,35.95,1611,30.2,211,0,NOT
L47679,L,24.35,35.95,1515,35.1,213,0,NOT
M15360,M,24.35,36.05,1804,27.4,215,0,NOT
M15361,M,24.45,36.15,1464,46.2,218,0,NOT
L47682,L,24.45,36.05,1390,43.3,221,0,NOT
M15363,M,24.45,36.05,1442,48.1,0,0,NOT
M15364,M,24.45,36.15,1529,41.9,3,0,NOT
L47685,L,24.45,36.15,1610,35,6,0,NOT
L47686,L,24.45,36.15,1543,34.3,8,0,NOT
H29921,H,24.65,36.25,1445,48.2,10,0,NOT
L47688,L,24.55,36.15,1893,24.6,15,0,NOT
M15369,M,24.45,36.15,1415,41.3,17,0,NOT
L47690,L,24.35,36.15,1564,37.5,20,0,NOT
L47691,L,24.35,36.15,1479,39.4,22,0,NOT
L47692,L,24.35,36.05,1426,44.8,24,0,NOT
L47693,L,24.25,36.05,1428,38.8,26,0,NOT
L47694,L,24.25,36.05,1620,33.2,28,0,NOT
L47695,L,24.35,36.05,1715,28,30,0,NOT
L47696,L,24.35,36.15,1732,29.9,32,0,NOT
M15377,M,24.35,36.25,1391,58.2,34,0,NOT
L47698,L,24.45,36.35,1924,20.6,37,0,NOT
M15379,M,24.55,36.35,2027,19.8,39,0,NOT
L47700,L,24.45,36.35,1617,36.2,42,0,NOT
L47701,L,24.35,36.25,1497,35.8,44,0,NOT
M15382,M,24.35,36.35,1448,43.7,46,0,NOT
L47703,L,24.25,36.25,1401,45.9,49,0,NOT
L47704,L,24.25,36.25,1620,35.4,51,0,NOT
L47705,L,24.25,36.25,1466,45.5,53,0,NOT
L47706,L,24.45,36.35,1373,50.6,55,0,NOT
M15387,M,24.45,36.45,1592,35.8,57,0,NOT
M15388,M,24.35,36.35,1553,42.4,60,0,NOT
L47709,L,24.45,36.35,1569,36.2,63,0,NOT
M15390,M,24.45,36.35,1709,32.2,65,0,NOT
L47711,L,24.45,36.35,1549,34.9,68,0,NOT
L47712,L,24.35,36.25,1443,45.4,70,0,NOT
L47713,L,24.35,36.15,1675,29.8,72,0,NOT
L47714,L,24.35,36.15,1623,33.4,74,0,NOT
H29949,H,24.25,36.15,1365,52.4,76,0,NOT
L47716,L,24.25,36.15,1759,24.8,81,0,NOT
H29951,H,24.25,36.15,1516,43,83,0,NOT
M15398,M,24.25,36.15,1499,36.8,88,0,NOT
M15399,M,24.25,36.15,1775,25.8,91,0,NOT
L47720,L,24.25,36.25,1473,45.5,94,0,NOT
L47721,L,24.25,36.25,1296,52.3,96,0,NOT
L47722,L,24.35,36.25,1803,24.7,98,0,NOT
H29957,H,24.35,36.15,1563,36.1,100,0,NOT
M15404,M,24.35,36.25,1831,26.6,105,0,NOT
L47725,L,24.45,36.25,1958,22.1,108,0,NOT
L47726,L,24.35,36.25,1809,24.3,110,0,NOT
M15407,M,24.35,36.25,1482,39.3,112,0,NOT
L47728,L,24.25,36.15,1332,53.2,115,0,NOT
L47729,L,24.25,36.05,1437,40.4,117,0,NOT
L47730,L,24.25,36.05,1698,29.4,119,0,NOT
L47731,L,24.25,36.05,1274,54.3,121,0,NOT
M15412,M,24.25,36.15,1622,35,123,0,NOT
M15413,M,24.25,36.15,1564,36,126,0,NOT
H29968,H,24.35,36.25,1368,45.3,129,0,NOT
M15415,M,24.25,36.25,1539,42.2,134,0,NOT
L47736,L,24.35,36.25,1357,50.1,137,0,NOT
M15417,M,24.35,36.25,1433,48.3,139,0,NOT
L47738,L,24.35,36.25,1650,34.6,142,0,NOT
L47739,L,24.35,36.25,1503,40.6,144,0,NOT
L47740,L,24.35,36.25,1318,58.2,146,0,NOT
M15421,M,24.35,36.25,1678,34.4,148,0,NOT
L47742,L,24.45,36.35,1574,30.9,151,0,NOT
L47743,L,24.55,36.45,1529,35.2,153,0,NOT
H29978,H,24.45,36.45,1669,32.1,155,0,NOT
H29979,H,24.55,36.55,1570,35.8,160,0,NOT
M15426,M,24.45,36.55,1541,33.7,165,0,NOT
M15427,M,24.55,36.55,1680,30.2,168,0,NOT
L47748,L,24.65,36.55,1935,22.1,171,0,NOT
M15429,M,24.55,36.45,1596,35.2,173,0,NOT
L47750,L,24.55,36.55,1498,41,176,0,NOT
M15431,M,24.65,36.65,1676,29,178,0,NOT
L47752,L,24.65,36.75,1351,49,181,0,NOT
L47753,L,24.75,36.75,1472,45,183,0,NOT
M15434,M,24.75,36.85,1439,41.7,185,0,NOT
M15435,M,24.75,36.75,1410,55.4,188,0,NOT
H29990,H,24.55,36.55,1440,51.1,191,0,NOT
L47757,L,24.55,36.55,1591,37.7,196,0,NOT
L47758,L,24.65,36.65,1533,36.8,198,0,NOT
M15439,M,24.65,36.55,1700,31.3,200,0,NOT
M15440,M,24.65,36.65,1798,25.5,203,0,NOT
L47761,L,24.65,36.55,1394,42.9,206,0,NOT
L47762,L,24.65,36.55,1341,49.2,208,0,NOT
H29997,H,24.55,36.45,1697,32.2,210,0,NOT
H29998,H,24.45,36.45,1419,48.2,215,0,NOT
L47765,L,24.45,36.35,2001,20.5,220,0,NOT
L47766,L,24.45,36.45,1501,49.8,222,1,OSF
H30001,H,24.45,36.35,1623,33.1,224,0,NOT
L47768,L,24.45,36.25,1628,33.4,229,0,NOT
L47769,L,24.45,36.25,1491,40.2,231,0,NOT
L47770,L,24.35,36.25,1517,36.7,233,0,NOT
H30005,H,24.35,36.15,1525,41.7,235,0,NOT
H30006,H,24.35,36.35,1668,27.9,240,0,NOT
L47773,L,24.35,36.45,1312,50.7,0,0,NOT
H30008,H,24.45,36.45,1278,50.4,2,0,NOT
M15455,M,24.45,36.45,1330,53.1,7,0,NOT
M15456,M,24.45,36.45,1530,37.3,10,0,NOT
H30011,H,24.45,36.45,1428,46.6,13,0,NOT
L47778,L,24.55,36.45,1480,47.9,18,0,NOT
H30013,H,24.55,36.55,1616,31.1,20,0,NOT
L47780,L,24.65,36.55,1547,37.3,25,0,NOT
L47781,L,24.75,36.55,2194,16.8,27,0,NOT
L47782,L,24.75,36.65,2000,21.3,29,0,NOT
L47783,L,24.75,36.65,1336,71.6,31,1,PWF
L47784,L,24.75,36.75,1542,33.8,33,0,NOT
M15465,M,24.75,36.65,1693,29.9,35,0,NOT
L47786,L,24.75,36.65,1461,50.5,38,0,NOT
M15467,M,24.85,36.75,1565,33.9,40,0,NOT
L47788,L,24.85,36.75,1403,47.7,43,0,NOT
L47789,L,24.95,36.75,1629,32.5,45,0,NOT
L47790,L,24.95,36.85,1534,33.7,47,0,NOT
L47791,L,24.95,36.85,1553,40.9,49,0,NOT
L47792,L,24.95,36.75,1563,32.8,51,0,NOT
L47793,L,24.95,36.75,1634,30,53,0,NOT
M15474,M,24.85,36.75,1445,45.2,55,0,NOT
L47795,L,24.95,36.75,1642,30.4,58,0,NOT
H30030,H,24.95,36.75,1686,29.1,60,0,NOT
M15477,M,24.95,36.85,1393,43.1,65,0,NOT
H30032,H,25.05,36.85,1433,44.2,68,0,NOT
L47799,L,25.15,36.85,1507,44.7,73,0,NOT
M15480,M,25.15,36.95,1389,49.6,75,0,NOT
L47801,L,25.15,36.95,1408,45.3,78,0,NOT
M15482,M,25.25,37.05,1725,32,80,0,NOT
L47803,L,25.25,36.95,1926,23.7,83,0,NOT
H30038,H,25.15,36.95,1509,37.6,85,0,NOT
L47805,L,25.15,36.95,1545,36.3,90,0,NOT
L47806,L,25.25,36.95,1533,35.2,92,0,NOT
L47807,L,25.25,36.95,1455,42.2,94,0,NOT
M15488,M,25.25,36.95,1335,57.8,96,0,NOT
L47809,L,25.15,36.95,1523,45.9,99,0,NOT
L47810,L,25.15,36.85,1460,47.6,101,0,NOT
L47811,L,25.25,36.85,1554,37.3,103,0,NOT
H30046,H,25.15,36.85,1419,47.1,105,0,NOT
L47813,L,25.15,36.85,1442,43.9,110,0,NOT
L47814,L,25.15,36.75,1507,41.6,112,0,NOT
L47815,L,25.15,36.85,1858,23.9,114,0,NOT
L47816,L,25.15,36.75,1463,43.9,116,0,NOT
L47817,L,25.05,36.55,1585,37.4,118,0,NOT
L47818,L,24.85,36.45,1536,37.3,120,0,NOT
L47819,L,24.85,36.45,1403,51.3,122,0,NOT
M15500,M,24.75,36.45,1515,38.8,124,0,NOT
L47821,L,24.75,36.35,1390,47.9,127,0,NOT
M15502,M,24.65,36.25,1226,58.7,129,0,NOT
M15503,M,24.65,36.25,1495,36.5,132,0,NOT
H30058,H,24.55,36.25,1608,30.2,135,0,NOT
L47825,L,24.55,36.25,1392,44.1,140,0,NOT
M15506,M,24.55,36.25,1461,43.7,142,0,NOT
L47827,L,24.55,36.15,1559,36.9,145,0,NOT
H30062,H,24.55,36.15,1400,48.9,147,0,NOT
M15509,M,24.55,36.05,1732,28.8,152,0,NOT
L47830,L,24.45,36.05,1611,33.1,155,0,NOT
L47831,L,24.45,35.95,1503,38.9,157,0,NOT
L47832,L,24.55,36.05,1391,44.5,159,0,NOT
L47833,L,24.65,36.15,2015,20.1,161,0,NOT
L47834,L,24.65,36.05,1683,30.9,163,0,NOT
L47835,L,24.55,35.95,1435,38.8,165,0,NOT
M15516,M,24.55,35.95,1732,28.1,167,0,NOT
L47837,L,24.55,36.05,1365,58.6,170,0,NOT
L47838,L,24.55,35.95,1562,36.8,172,0,NOT
L47839,L,24.45,35.95,1449,49.1,174,0,NOT
M15520,M,24.55,36.05,1700,27.4,176,0,NOT
M15521,M,24.45,35.85,1427,45.6,179,0,NOT
M15522,M,24.45,35.75,1479,38.1,182,0,NOT
L47843,L,24.35,35.75,1469,44,185,0,NOT
L47844,L,24.35,35.75,1390,47.4,187,0,NOT
L47845,L,24.35,35.75,1729,28.1,189,0,NOT
L47846,L,24.35,35.85,1470,43.5,191,0,NOT
L47847,L,24.35,35.75,1459,48.5,193,0,NOT
L47848,L,24.35,35.75,1738,24,195,0,NOT
H30083,H,24.35,35.75,1471,37.7,197,0,NOT
L47850,L,24.45,35.85,1822,25.4,202,0,NOT
L47851,L,24.35,35.75,1554,34.8,204,0,NOT
M15532,M,24.45,35.75,1433,43.2,206,0,NOT
L47853,L,24.45,35.75,1449,47.7,209,0,NOT
L47854,L,24.65,35.85,1456,41.2,0,0,NOT
M15535,M,24.65,35.95,1424,45.5,2,0,NOT
H30090,H,24.75,36.05,1577,34.7,5,0,NOT
L47857,L,24.75,36.05,1478,39.7,10,0,NOT
M15538,M,24.65,36.05,1295,61.2,12,0,NOT
L47859,L,24.65,36.05,1372,47.3,15,0,NOT
M15540,M,24.65,35.95,1432,42.6,17,0,NOT
M15541,M,24.55,35.85,1656,33.2,20,0,NOT
H30096,H,24.65,35.85,1410,48.8,23,0,NOT
L47863,L,24.55,35.85,1874,24.4,28,0,NOT
L47864,L,24.55,35.85,1538,43.2,30,0,NOT
M15545,M,24.55,35.85,1636,29.7,32,0,NOT
M15546,M,24.55,35.85,1504,40.4,35,0,NOT
M15547,M,24.55,35.85,1531,42.4,38,0,NOT
H30102,H,24.45,35.85,1735,26.4,41,0,NOT
H30103,H,24.45,35.85,1354,55.6,46,0,NOT
H30104,H,24.45,35.85,1413,40.2,51,0,NOT
L47871,L,24.55,35.95,1563,39.3,56,0,NOT
L47872,L,24.55,35.95,1479,42.1,58,0,NOT
L47873,L,24.55,35.95,1477,38.3,60,0,NOT
L47874,L,24.45,35.95,1394,50,62,0,NOT
L47875,L,24.45,35.85,1487,45.4,64,0,NOT
M15556,M,24.45,35.85,1815,25.3,66,0,NOT
M15557,M,24.45,35.65,1453,39.7,69,0,NOT
L47878,L,24.45,35.65,1539,40.2,72,0,NOT
H30113,H,24.35,35.55,1416,39.2,74,0,NOT
M15560,M,24.45,35.65,1683,31.6,79,0,NOT
L47881,L,24.55,35.65,1515,40.1,82,0,NOT
M15562,M,24.55,35.75,1531,48.3,84,0,NOT
H30117,H,24.55,35.75,1479,40.9,87,0,NOT
L47884,L,24.55,35.75,1516,33.7,92,0,NOT
L47885,L,24.55,35.85,1507,38.2,94,0,NOT
M15566,M,24.65,35.85,1434,43.3,96,0,NOT
L47887,L,24.55,35.75,1838,27.3,99,0,NOT
M15568,M,24.45,35.65,1416,45.9,101,0,NOT
M15569,M,24.45,35.65,1357,49.7,104,0,NOT
M15570,M,24.35,35.55,1697,28.1,107,0,NOT
L47891,L,24.35,35.55,1443,46.2,110,0,NOT
L47892,L,24.35,35.55,1453,37.6,112,0,NOT
L47893,L,24.25,35.45,1439,46.4,114,0,NOT
L47894,L,24.25,35.45,1609,36.2,116,0,NOT
L47895,L,24.25,35.45,1324,59.1,118,0,NOT
H30130,H,24.25,35.45,1420,45.8,120,0,NOT
L47897,L,24.25,35.55,1545,36.9,125,0,NOT
L47898,L,24.35,35.65,1477,39,127,0,NOT
L47899,L,24.25,35.65,1447,58.1,129,0,NOT
L47900,L,24.25,35.75,1809,23.8,131,0,NOT
L47901,L,24.35,35.75,1696,30.9,133,0,NOT
L47902,L,24.35,35.75,1427,44.7,135,0,NOT
M15583,M,24.25,35.75,1500,46.3,137,0,NOT
L47904,L,24.35,35.75,1390,44.6,140,0,NOT
L47905,L,24.25,35.65,1640,34.2,142,0,NOT
M15586,M,24.25,35.65,1628,37.4,144,0,NOT
H30141,H,24.15,35.45,1499,37.6,147,0,NOT
M15588,M,24.25,35.55,1425,50.3,152,0,NOT
L47909,L,24.15,35.45,1586,37.7,155,0,NOT
M15590,M,24.15,35.45,1471,50.7,157,0,NOT
M15591,M,24.15,35.45,1431,53,160,0,NOT
L47912,L,24.05,35.45,1924,22.1,163,0,NOT
M15593,M,23.95,35.25,1421,42,165,0,NOT
H30148,H,23.85,35.25,1305,54.6,168,0,NOT
L47915,L,23.75,35.25,1557,32.4,173,0,NOT
L47916,L,23.75,35.15,1555,38.2,175,0,NOT
H30151,H,23.75,35.15,1474,39.2,177,0,NOT
L47918,L,23.65,35.15,1506,45.9,182,0,NOT
L47919,L,23.75,35.25,1390,41.8,184,0,NOT
M15600,M,23.75,35.25,1450,46.9,186,0,NOT
L47921,L,23.75,35.15,1513,38.8,189,0,NOT
L47922,L,23.65,35.05,1643,34.7,191,0,NOT
L47923,L,23.65,35.05,1361,53.8,193,0,NOT
L47924,L,23.55,34.95,1450,40.9,195,0,NOT
L47925,L,23.55,34.85,1451,50.7,197,0,NOT
L47926,L,23.65,34.95,1289,62,199,1,OSF
L47927,L,23.65,34.95,1356,48.3,201,0,NOT
H30162,H,23.55,34.95,1528,46.3,203,0,NOT
L47929,L,23.45,34.85,1978,22.3,208,0,NOT
L47930,L,23.55,34.85,1535,36.8,210,0,NOT
M15611,M,23.65,34.95,1843,24.2,212,0,NOT
L47932,L,23.75,34.95,1422,48.7,215,0,NOT
L47933,L,23.65,34.85,1536,40.4,217,0,NOT
M15614,M,23.75,34.95,1483,44.3,219,0,NOT
H30169,H,23.65,34.95,1492,43.7,222,0,NOT
L47936,L,23.65,34.85,1584,40.4,227,0,NOT
L47937,L,23.75,34.95,1555,33.7,229,0,NOT
L47938,L,23.65,34.85,1497,41.7,231,0,NOT
M15619,M,23.55,34.65,1537,36.3,233,0,NOT
L47940,L,23.55,34.65,1505,39.4,236,0,NOT
L47941,L,23.55,34.65,1646,34.6,238,0,NOT
M15622,M,23.55,34.65,1286,60.5,0,0,NOT
L47943,L,23.55,34.65,1400,47.5,3,0,NOT
L47944,L,23.65,34.75,1337,56.5,5,0,NOT
L47945,L,23.75,34.85,1332,53.9,7,0,NOT
L47946,L,23.65,34.85,1561,38.3,9,0,NOT
L47947,L,23.75,34.85,1546,31.1,11,0,NOT
L47948,L,23.75,34.85,1713,29.3,13,0,NOT
L47949,L,23.75,34.85,1343,44.5,15,0,NOT
L47950,L,23.65,34.85,1391,54.4,17,0,NOT
H30185,H,23.65,34.85,1311,58.6,19,0,NOT
H30186,H,23.65,34.85,1453,51,24,0,NOT
L47953,L,23.65,34.85,1510,39.4,29,0,NOT
L47954,L,23.65,34.75,1448,48.8,31,0,NOT
L47955,L,23.55,34.65,1453,46,33,0,NOT
L47956,L,23.55,34.65,1468,39.2,35,0,NOT
L47957,L,23.55,34.65,1382,47.5,37,0,NOT
L47958,L,23.55,34.85,1580,32.2,39,0,NOT
L47959,L,23.65,34.85,1666,29.8,41,0,NOT
M15640,M,23.75,34.85,1409,50.7,43,0,NOT
L47961,L,23.65,34.85,1675,29.7,46,0,NOT
L47962,L,23.65,34.75,1698,30.8,48,0,NOT
H30197,H,23.55,34.75,1579,33.4,50,0,NOT
L47964,L,23.55,34.75,1743,27.9,55,0,NOT
M15645,M,23.75,34.85,1497,44.8,57,0,NOT
L47966,L,23.75,34.95,1741,28.8,60,0,NOT
L47967,L,23.75,34.95,1435,45.3,62,0,NOT
M15648,M,23.75,34.95,1440,46.3,64,0,NOT
M15649,M,23.75,34.85,1641,33.3,67,0,NOT
L47970,L,23.65,34.75,1420,45.4,70,0,NOT
L47971,L,23.65,34.75,1611,35.4,72,0,NOT
L47972,L,23.65,34.65,1373,42.9,74,0,NOT
M15653,M,23.65,34.75,1683,31.8,76,0,NOT
H30208,H,23.75,34.75,1547,32.6,79,0,NOT
L47975,L,23.75,34.65,1605,37,84,0,NOT
M15656,M,23.75,34.75,2010,18.9,86,0,NOT
L47977,L,23.65,34.55,1565,40.1,89,0,NOT
M15658,M,23.75,34.65,1828,24.6,91,0,NOT
M15659,M,23.85,34.65,1579,34.1,94,0,NOT
M15660,M,23.85,34.75,1882,24.2,97,0,NOT
L47981,L,23.75,34.65,1285,52.1,100,0,NOT
L47982,L,23.75,34.65,1571,35,102,0,NOT
H30217,H,23.75,34.65,1549,37.8,104,0,NOT
M15664,M,23.75,34.65,1544,37.6,109,0,NOT
M15665,M,23.85,34.75,1412,47.4,112,0,NOT
M15666,M,23.85,34.75,1422,53,115,0,NOT
L47987,L,23.85,34.55,1867,22.8,118,0,NOT
L47988,L,23.75,34.55,1424,43.3,120,0,NOT
L47989,L,23.75,34.45,1452,45.7,122,0,NOT
L47990,L,23.75,34.55,1550,39.7,124,0,NOT
L47991,L,23.65,34.45,1588,37.6,126,0,NOT
L47992,L,23.65,34.45,1338,44.4,128,0,NOT
L47993,L,23.65,34.45,1513,40,130,0,NOT
M15674,M,23.65,34.35,1470,45.9,132,0,NOT
M15675,M,23.65,34.35,1516,36.7,135,0,NOT
L47996,L,23.65,34.45,1434,48.3,138,0,NOT
L47997,L,23.65,34.45,1368,52,140,0,NOT
L47998,L,23.65,34.45,1304,48.7,142,0,NOT
L47999,L,23.65,34.45,1398,46.7,144,0,NOT
L48000,L,23.55,34.45,1516,37.4,146,0,NOT
L48001,L,23.55,34.45,1474,41.7,148,0,NOT
M15682,M,23.55,34.45,1547,34.7,150,0,NOT
M15683,M,23.45,34.35,1482,39.9,153,0,NOT
L48004,L,23.45,34.25,1436,42.8,156,0,NOT
L48005,L,23.45,34.15,1474,40,158,0,NOT
L48006,L,23.35,34.05,1481,38.2,160,0,NOT
L48007,L,23.35,34.15,1501,42.1,162,0,NOT
L48008,L,23.35,34.15,1566,37.2,164,0,NOT
L48009,L,23.35,34.15,1579,34.5,166,0,NOT
L48010,L,23.45,34.25,1631,35,168,0,NOT
M15691,M,23.45,34.25,1544,42.3,170,0,NOT
L48012,L,23.45,34.25,1521,38.6,173,0,NOT
L48013,L,23.45,34.25,1616,28,175,0,NOT
H30248,H,23.45,34.25,1333,50.2,177,0,NOT
M15695,M,23.55,34.25,1533,32.5,182,0,NOT
L48016,L,23.45,34.25,1368,45.1,185,0,NOT
L48017,L,23.45,34.25,1465,47.8,187,0,NOT
H30252,H,23.45,34.25,1406,41.5,189,0,NOT
M15699,M,23.35,34.25,1565,43.5,194,0,NOT
L48020,L,23.45,34.35,1582,37.9,197,0,NOT
L48021,L,23.45,34.35,1439,45.5,199,0,NOT
M15702,M,23.45,34.35,1566,35,201,0,NOT
L48023,L,23.45,34.35,1485,42.7,204,0,NOT
L48024,L,23.35,34.35,1566,35.1,206,0,NOT
L48025,L,23.15,34.15,1439,41.5,208,0,NOT
M15706,M,23.25,34.25,1416,50,210,0,NOT
L48027,L,23.25,34.25,2833,5.6,213,1,PWF
L48028,L,23.15,34.25,1465,47.1,215,0,NOT
H30263,H,23.25,34.25,1586,35.5,0,0,NOT
L48030,L,23.15,34.15,1567,31.4,5,0,NOT
M15711,M,23.05,34.05,1389,48.6,7,0,NOT
M15712,M,23.15,34.15,1368,49.5,10,0,NOT
L48033,L,23.15,34.15,1444,49,13,0,NOT
M15714,M,23.15,34.15,1498,41.6,15,0,NOT
L48035,L,22.95,34.05,1615,30.8,18,0,NOT
L48036,L,22.95,33.95,1898,22.7,20,0,NOT
M15717,M,22.95,33.95,1350,53.3,22,0,NOT
M15718,M,23.05,33.85,1516,37.6,25,0,NOT
H30273,H,23.05,33.85,1542,40.6,28,0,NOT
H30274,H,22.95,33.75,1541,32.6,33,0,NOT
M15721,M,22.95,33.75,1951,23.3,38,0,NOT
H30276,H,22.95,33.65,1645,31,41,0,NOT
L48043,L,22.85,33.55,1416,44.2,46,0,NOT
M15724,M,22.85,33.55,2044,22.3,48,0,NOT
L48045,L,22.75,33.45,1414,50.2,51,0,NOT
L48046,L,22.75,33.45,1678,26.7,53,0,NOT
H30281,H,22.75,33.35,1594,33.2,55,0,NOT
M15728,M,22.65,33.35,1514,37.7,60,0,NOT
L48049,L,22.65,33.35,1358,49.2,63,0,NOT
L48050,L,22.65,33.25,1325,56.2,65,0,NOT
L48051,L,22.65,33.25,1339,53.2,67,0,NOT
M15732,M,22.65,33.25,1335,51.7,69,0,NOT
L48053,L,22.75,33.25,1892,21.7,72,0,NOT
L48054,L,22.75,33.25,1575,28.5,74,0,NOT
M15735,M,22.65,33.15,1444,45.5,76,0,NOT
L48056,L,22.55,33.15,1915,22.4,79,0,NOT
M15737,M,22.45,33.05,1584,33.6,81,0,NOT
M15738,M,22.55,33.15,1685,34.9,84,0,NOT
L48059,L,22.65,33.15,1337,54.6,87,0,NOT
M15740,M,22.65,33.15,1235,76.2,89,1,PWF
L48061,L,22.55,33.05,1464,46.2,92,0,NOT
M15742,M,22.55,33.05,1739,25.9,94,0,NOT
L48063,L,22.55,33.15,1490,34.3,97,0,NOT
L48064,L,22.65,33.25,1356,48,99,0,NOT
L48065,L,22.55,33.05,1397,52,101,0,NOT
L48066,L,22.55,33.05,1458,40.6,103,0,NOT
H30301,H,22.55,33.05,2161,16.5,105,0,NOT
M15748,M,22.45,32.95,1651,28.1,110,0,NOT
L48069,L,22.45,32.95,1389,46.2,113,0,NOT
L48070,L,22.45,32.85,1370,52.4,115,0,NOT
L48071,L,22.55,32.95,1408,47.9,117,0,NOT
L48072,L,22.55,32.95,1343,54.4,119,0,NOT
M15753,M,22.55,33.05,1423,42.5,121,0,NOT
L48074,L,22.45,33.05,1426,48.6,124,0,NOT
M15755,M,22.45,33.05,1435,51.6,126,0,NOT
L48076,L,22.35,32.95,1573,35.1,129,0,NOT
L48077,L,22.45,33.05,1612,31.2,131,0,NOT
L48078,L,22.45,33.05,1446,49.9,133,0,NOT
H30313,H,22.45,33.05,1329,55.3,135,0,NOT
L48080,L,22.45,33.05,1569,35.1,140,0,NOT
H30315,H,22.45,32.95,1256,62.3,142,0,NOT
L48082,L,22.45,32.95,1383,48.7,147,0,NOT
L48083,L,22.55,33.05,2270,14.6,149,1,PWF
H30318,H,22.55,33.05,1458,49.8,151,0,NOT
L48085,L,22.45,32.95,1474,41.2,156,0,NOT
M15766,M,22.45,32.95,1462,49.2,158,0,NOT
M15767,M,22.45,32.95,1669,29,161,0,NOT
M15768,M,22.35,32.95,1822,24.3,164,0,NOT
L48089,L,22.35,32.85,1456,39.2,167,0,NOT
L48090,L,22.35,32.85,1546,35.9,169,0,NOT
M15771,M,22.45,32.95,1490,42.7,171,0,NOT
L48092,L,22.45,32.85,1569,40.4,174,0,NOT
L48093,L,22.35,32.85,1621,29.5,176,0,NOT
M15774,M,22.25,32.75,1518,40.6,178,0,NOT
M15775,M,22.25,32.65,1526,38.2,181,0,NOT
M15776,M,22.15,32.65,1589,36.2,184,0,NOT
L48097,L,22.15,32.55,1475,51,187,0,NOT
M15778,M,22.15,32.55,1473,38.5,189,0,NOT
L48099,L,22.25,32.65,1407,50.7,192,0,NOT
M15780,M,22.35,32.75,1518,44.1,194,0,NOT
H30335,H,22.35,32.75,1593,37.2,197,0,NOT
M15782,M,22.35,32.75,1380,52.4,202,0,NOT
M15783,M,22.35,32.85,1423,45.3,205,0,NOT
L48104,L,22.35,32.85,1800,27.6,208,0,NOT
H30339,H,22.45,32.95,1623,30.9,210,0,NOT
L48106,L,22.45,32.95,1372,55.6,215,1,OSF
H30341,H,22.45,32.85,1396,52.4,0,0,NOT
L48108,L,22.45,32.85,1949,21.9,5,0,NOT
L48109,L,22.45,32.85,1419,51.1,7,0,NOT
M15790,M,22.35,32.75,1453,47.3,9,0,NOT
L48111,L,22.35,32.75,1542,36.2,12,0,NOT
L48112,L,22.45,32.85,1363,50,14,0,NOT
L48113,L,22.35,32.85,1597,37.2,16,0,NOT
M15794,M,22.35,32.85,1326,50.8,18,0,NOT
M15795,M,22.35,32.85,1641,36.6,21,0,NOT
M15796,M,22.45,32.95,1418,46.2,24,0,NOT
L48117,L,22.45,33.05,1263,61.8,27,0,NOT
L48118,L,22.45,33.05,1823,25.8,29,0,NOT
L48119,L,22.35,32.95,1488,40.7,31,0,NOT
L48120,L,22.45,33.05,1443,48.9,33,0,NOT
L48121,L,22.45,33.05,1650,28.2,35,0,NOT
M15802,M,22.55,33.15,1462,44.3,37,0,NOT
M15803,M,22.45,33.05,1477,45,40,0,NOT
M15804,M,22.55,33.15,1712,28.5,43,0,NOT
M15805,M,22.55,33.15,1347,50.4,46,0,NOT
L48126,L,22.45,33.05,1287,54.8,49,0,NOT
L48127,L,22.45,33.05,1428,44.5,51,0,NOT
M15808,M,22.45,33.15,1426,45.5,53,0,NOT
L48129,L,22.45,33.15,1636,32.7,56,0,NOT
L48130,L,22.45,33.05,1424,42.5,58,0,NOT
H30365,H,22.45,33.15,1509,35.8,60,0,NOT
L48132,L,22.35,33.05,1448,48.9,65,0,NOT
L48133,L,22.35,32.95,1650,32.8,67,0,NOT
H30368,H,22.45,33.05,1414,42.5,69,0,NOT
L48135,L,22.45,33.15,1911,20.9,74,0,NOT
H30370,H,22.45,33.05,1632,32.2,76,0,NOT
M15817,M,22.55,33.25,1387,40.1,81,0,NOT
L48138,L,22.65,33.25,1399,47.6,84,0,NOT
L48139,L,22.65,33.35,1505,35.2,86,0,NOT
L48140,L,22.65,33.35,1534,37.9,88,0,NOT
L48141,L,22.65,33.35,1493,40.5,90,0,NOT
M15822,M,22.65,33.45,1480,43.2,92,0,NOT
L48143,L,22.65,33.45,1621,31.6,95,0,NOT
